item_id,version_no,category_key,lang,description,notes
W05000668,1,Geog/ElecWard,cy-gb,Gilfach Goch,
W05000680,1,Geog/ElecWard,cy-gb,Aberpennar - Gorllewin,
W05000679,1,Geog/ElecWard,cy-gb,Aberpennar - Dwyrain,
W05000678,1,Geog/ElecWard,cy-gb,Y Maerdy,
W05000677,1,Geog/ElecWard,cy-gb,Llwyn-y-pia,
W05000676,1,Geog/ElecWard,cy-gb,Llanilltud Faerdref,
W05000675,1,Geog/ElecWard,cy-gb,Tref Llantrisant,
W05000890,1,Geog/ElecWard,cy-gb,Llanhari,
W05000889,1,Geog/ElecWard,cy-gb,Llanharan,
W05000672,1,Geog/ElecWard,cy-gb,Hirwaun,
W05000671,1,Geog/ElecWard,cy-gb,Y Ddraenen Wen,
W05000708,1,Geog/ElecWard,cy-gb,Cyfarthfa,
W05000669,1,Geog/ElecWard,cy-gb,Glyn-coch,
W05000683,1,Geog/ElecWard,cy-gb,Pen-y-graig,
W05000667,1,Geog/ElecWard,cy-gb,Glynrhedynnog,
W05000666,1,Geog/ElecWard,cy-gb,Cymer,
W05000665,1,Geog/ElecWard,cy-gb,Cwm-bach,
W05000664,1,Geog/ElecWard,cy-gb,Cwm Clydach,
W05000663,1,Geog/ElecWard,cy-gb,Cilfynydd,
W05000662,1,Geog/ElecWard,cy-gb,Gartholwg,
W05000661,1,Geog/ElecWard,cy-gb,Brynna,
W05000660,1,Geog/ElecWard,cy-gb,Y Beddau,
W05000659,1,Geog/ElecWard,cy-gb,Aberd?r Gorllewin / Llwytgred,
W05000658,1,Geog/ElecWard,cy-gb,Aberd?r - Dwyrain,
W05000657,1,Geog/ElecWard,cy-gb,Abercynon,
W05000670,1,Geog/ElecWard,cy-gb,Y Graig,
W05000694,1,Geog/ElecWard,cy-gb,Tonypandy,
W05000815,1,Geog/ElecWard,cy-gb,Llanfihangel Troddi,
W05000706,1,Geog/ElecWard,cy-gb,Ystrad,
W05000705,1,Geog/ElecWard,cy-gb,Ynys-y-bwl,
W05000704,1,Geog/ElecWard,cy-gb,Ynys-hir,
W05000703,1,Geog/ElecWard,cy-gb,Ty'n-y-nant,
W05000702,1,Geog/ElecWard,cy-gb,Pendyrus,
W05000701,1,Geog/ElecWard,cy-gb,Treorci,
W05000700,1,Geog/ElecWard,cy-gb,Treherbert,
W05000699,1,Geog/ElecWard,cy-gb,Trefforest,
W05000698,1,Geog/ElecWard,cy-gb,Trealaw,
W05000697,1,Geog/ElecWard,cy-gb,Trallwng,
W05000681,1,Geog/ElecWard,cy-gb,Penrhiw-ceiber,
W05000695,1,Geog/ElecWard,cy-gb,Tonyrefail - Dwyrain,
W05000682,1,Geog/ElecWard,cy-gb,Pentre,
W05000693,1,Geog/ElecWard,cy-gb,Ton-teg,
W05000892,1,Geog/ElecWard,cy-gb,Tonysguboriau,
W05000691,1,Geog/ElecWard,cy-gb,Ffynon Taf,
W05000690,1,Geog/ElecWard,cy-gb,Rhydfelen - Canol / Llan,
W05000689,1,Geog/ElecWard,cy-gb,Rhondda,
W05000688,1,Geog/ElecWard,cy-gb,Rhigos,
W05000687,1,Geog/ElecWard,cy-gb,Y Porth,
W05000686,1,Geog/ElecWard,cy-gb,Tref Pontypridd,
W05000891,1,Geog/ElecWard,cy-gb,Pont-y-clun,
W05000684,1,Geog/ElecWard,cy-gb,Pen-y-waun,
W05000881,1,Geog/ElecWard,cy-gb,Yr Eglwys Newydd a Thongwynlais,
W05000696,1,Geog/ElecWard,cy-gb,Tonyrefail - Gorllewin,
W05000933,1,Geog/ElecWard,cy-gb,Llandoche,
W05000656,1,Geog/ElecWard,cy-gb,Aberaman - De,
W05000853,1,Geog/ElecWard,cy-gb,Adamsdown,
W05000654,1,Geog/ElecWard,cy-gb,Gwenf?,
W05000935,1,Geog/ElecWard,cy-gb,ili,
W05000652,1,Geog/ElecWard,cy-gb,Stanwell,
W05000827,1,Geog/ElecWard,cy-gb,The Elms,
W05000828,1,Geog/ElecWard,cy-gb,Thornwell,
W05000829,1,Geog/ElecWard,cy-gb,Tryleg Unedig,
W05000648,1,Geog/ElecWard,cy-gb,Y Rhws,
W05000934,1,Geog/ElecWard,cy-gb,Plymouth,
W05000646,1,Geog/ElecWard,cy-gb,Llanbedr-y-Fro,
W05000855,1,Geog/ElecWard,cy-gb,Caerau,
W05000644,1,Geog/ElecWard,cy-gb,Llandw/Ewenni,
W05000856,1,Geog/ElecWard,cy-gb,Treganna,
W05000642,1,Geog/ElecWard,cy-gb,Illtud,
W05000641,1,Geog/ElecWard,cy-gb,Gibbonsdown,
W05000640,1,Geog/ElecWard,cy-gb,Dyfan,
W05000932,1,Geog/ElecWard,cy-gb,Dinas Powys,
W05000638,1,Geog/ElecWard,cy-gb,Y Bont-faen,
W05000637,1,Geog/ElecWard,cy-gb,Court,
W05000636,1,Geog/ElecWard,cy-gb,Cornerswell,
W05000635,1,Geog/ElecWard,cy-gb,Castleland,
W05000634,1,Geog/ElecWard,cy-gb,Catwg,
W05000425,1,Geog/ElecWard,cy-gb,Pont Fadlen,
W05000632,1,Geog/ElecWard,cy-gb,Baruc,
W05000645,1,Geog/ElecWard,cy-gb,Llanilltud Fawr,
W05000868,1,Geog/ElecWard,cy-gb,Llanisien,
W05000709,1,Geog/ElecWard,cy-gb,Dowlais,
W05000902,1,Geog/ElecWard,cy-gb,Trowbridge,
W05000879,1,Geog/ElecWard,cy-gb,Y Sblot,
W05000901,1,Geog/ElecWard,cy-gb,Tredelerch,
W05000877,1,Geog/ElecWard,cy-gb,Glanyrafon,
W05000876,1,Geog/ElecWard,cy-gb,Rhiwbeina,
W05000875,1,Geog/ElecWard,cy-gb,Radur,
W05000825,1,Geog/ElecWard,cy-gb,Hafren,
W05000873,1,Geog/ElecWard,cy-gb,Plasnewydd,
W05000872,1,Geog/ElecWard,cy-gb,en-y-lan,
W05000871,1,Geog/ElecWard,cy-gb,Pentyrch,
W05000854,1,Geog/ElecWard,cy-gb,Butetown,
W05000869,1,Geog/ElecWard,cy-gb,Llanrhymni,
W05000655,1,Geog/ElecWard,cy-gb,Aberaman - Gogledd,
W05000867,1,Geog/ElecWard,cy-gb,Ystum Taf,
W05000866,1,Geog/ElecWard,cy-gb,Llandaf,
W05000865,1,Geog/ElecWard,cy-gb,Llys-faen,
W05000864,1,Geog/ElecWard,cy-gb,Y Mynydd Bychan,
W05000863,1,Geog/ElecWard,cy-gb,Grangetown,
W05000862,1,Geog/ElecWard,cy-gb,Gabalfa,
W05000861,1,Geog/ElecWard,cy-gb,Tyllgoed,
W05000860,1,Geog/ElecWard,cy-gb,Trel?i,
W05000859,1,Geog/ElecWard,cy-gb,Cyncoed,
W05000826,1,Geog/ElecWard,cy-gb,Drenewydd Gelli-farch,
W05000857,1,Geog/ElecWard,cy-gb,Cathays,
W05000870,1,Geog/ElecWard,cy-gb,Pen-twyn,
W05000775,1,Geog/ElecWard,cy-gb,Greenmeadow,
W05000787,1,Geog/ElecWard,cy-gb,Trefddyn,
W05000816,1,Geog/ElecWard,cy-gb,Overmonnow,
W05000817,1,Geog/ElecWard,cy-gb,Porth Sgiwed,
W05000786,1,Geog/ElecWard,cy-gb,Snatchwood,
W05000783,1,Geog/ElecWard,cy-gb,Pont-y-pwl,
W05000782,1,Geog/ElecWard,cy-gb,Pontnewynydd,
W05000781,1,Geog/ElecWard,cy-gb,Pontnewydd,
W05000780,1,Geog/ElecWard,cy-gb,Pant-teg,
W05000779,1,Geog/ElecWard,cy-gb,New Inn,
W05000778,1,Geog/ElecWard,cy-gb,Llanyrafon - De,
W05000707,1,Geog/ElecWard,cy-gb,Bedlinog,
W05000776,1,Geog/ElecWard,cy-gb,Llantarnam,
W05000790,1,Geog/ElecWard,cy-gb,Wainfelin,
W05000774,1,Geog/ElecWard,cy-gb,Fairwater,
W05000773,1,Geog/ElecWard,cy-gb,Cwmynysgoi,
W05000772,1,Geog/ElecWard,cy-gb,Croesyceiliog - De,
W05000771,1,Geog/ElecWard,cy-gb,Croesyceiliog - Gogledd,
W05000770,1,Geog/ElecWard,cy-gb,Coed Efa,
W05000769,1,Geog/ElecWard,cy-gb,Bryn-wern,
W05000768,1,Geog/ElecWard,cy-gb,Blaenavon,
W05000767,1,Geog/ElecWard,cy-gb,Abersychan,
W05000766,1,Geog/ElecWard,cy-gb,Tredegar - Canol a Gorllewin,
W05000765,1,Geog/ElecWard,cy-gb,Six Bells,
W05000764,1,Geog/ElecWard,cy-gb,Sirhywi,
W05000777,1,Geog/ElecWard,cy-gb,Llanyrafon - Gogledd,
W05000801,1,Geog/ElecWard,cy-gb,Goetre Fawr,
W05000814,1,Geog/ElecWard,cy-gb,Mill,
W05000813,1,Geog/ElecWard,cy-gb,Y Maerdy,
W05000812,1,Geog/ElecWard,cy-gb,Llanwenarth Tu Draw,
W05000811,1,Geog/ElecWard,cy-gb,Llandeilo Gresynni,
W05000810,1,Geog/ElecWard,cy-gb,Llanofer,
W05000809,1,Geog/ElecWard,cy-gb,Llangybi Fawr,
W05000808,1,Geog/ElecWard,cy-gb,Llan-ffwyst Fawr,
W05000807,1,Geog/ElecWard,cy-gb,Bryn Llanelli,
W05000806,1,Geog/ElecWard,cy-gb,Llanbadog,
W05000805,1,Geog/ElecWard,cy-gb,Larkfield,
W05000804,1,Geog/ElecWard,cy-gb,Lansdown,
W05000788,1,Geog/ElecWard,cy-gb,Two Locks,
W05000802,1,Geog/ElecWard,cy-gb,Green Lane,
W05000789,1,Geog/ElecWard,cy-gb,Cwmbr?n Uchaf,
W05000800,1,Geog/ElecWard,cy-gb,Drybridge,
W05000799,1,Geog/ElecWard,cy-gb,Dixton gydag Oxbaston,
W05000798,1,Geog/ElecWard,cy-gb,Llanddewi,
W05000797,1,Geog/ElecWard,cy-gb,Devauden,
W05000796,1,Geog/ElecWard,cy-gb,Crucornau Fawr,
W05000795,1,Geog/ElecWard,cy-gb,Croesonnen,
W05000794,1,Geog/ElecWard,cy-gb,Castell,
W05000793,1,Geog/ElecWard,cy-gb,Cantref,
W05000792,1,Geog/ElecWard,cy-gb,Castell Cil-y-coed,
W05000791,1,Geog/ElecWard,cy-gb,Caer-went,
W05000761,1,Geog/ElecWard,cy-gb,Llanhiledd,
W05000803,1,Geog/ElecWard,cy-gb,Grofield,
W05000721,1,Geog/ElecWard,cy-gb,Argoed,
W05000945,1,Geog/ElecWard,cy-gb,Rasa,
W05000923,1,Geog/ElecWard,cy-gb,Morgan Jones,
W05000922,1,Geog/ElecWard,cy-gb,Maes-y-cwmwr,
W05000921,1,Geog/ElecWard,cy-gb,Llanbradach,
W05000730,1,Geog/ElecWard,cy-gb,Hengoed,
W05000729,1,Geog/ElecWard,cy-gb,Gilfach,
W05000728,1,Geog/ElecWard,cy-gb,Cwm Darran,
W05000920,1,Geog/ElecWard,cy-gb,Crymlyn,
W05000726,1,Geog/ElecWard,cy-gb,Crosskeys,
W05000919,1,Geog/ElecWard,cy-gb,Cefn Fforest,
W05000724,1,Geog/ElecWard,cy-gb,Coed Duon,
W05000735,1,Geog/ElecWard,cy-gb,Nelson,
W05000722,1,Geog/ElecWard,cy-gb,Bargod,
W05000737,1,Geog/ElecWard,cy-gb,Tredegar Newydd,
W05000719,1,Geog/ElecWard,cy-gb,Abercarn,
W05000718,1,Geog/ElecWard,cy-gb,Aberbargoed,
W05000720,1,Geog/ElecWard,cy-gb,Cwm Aber,
W05000895,1,Geog/ElecWard,cy-gb,Faenor,
W05000716,1,Geog/ElecWard,cy-gb,Treharris,
W05000715,1,Geog/ElecWard,cy-gb,Y Dref,
W05000714,1,Geog/ElecWard,cy-gb,Plymouth,
W05000713,1,Geog/ElecWard,cy-gb,Penydarren,
W05000712,1,Geog/ElecWard,cy-gb,Parc,
W05000711,1,Geog/ElecWard,cy-gb,Ynyswen,
W05000710,1,Geog/ElecWard,cy-gb,Gurnos,
W05000723,1,Geog/ElecWard,cy-gb,"Bedwas, Tretomos a Machen",
W05000748,1,Geog/ElecWard,cy-gb,Twyn Carno,
W05000631,1,Geog/ElecWard,cy-gb,Ynysawdre,
W05000760,1,Geog/ElecWard,cy-gb,Georgetown,
W05000943,1,Geog/ElecWard,cy-gb,Glynebwy - De,
W05000942,1,Geog/ElecWard,cy-gb,Glynebwy - Gogledd,
W05000941,1,Geog/ElecWard,cy-gb,Cwmtyleri,
W05000940,1,Geog/ElecWard,cy-gb,Cwm,
W05000939,1,Geog/ElecWard,cy-gb,Brynmawr,
W05000938,1,Geog/ElecWard,cy-gb,Blaenau,
W05000937,1,Geog/ElecWard,cy-gb,Cendl,
W05000936,1,Geog/ElecWard,cy-gb,Badminton,
W05000751,1,Geog/ElecWard,cy-gb,Abertyleri,
W05000734,1,Geog/ElecWard,cy-gb,Moria,
W05000749,1,Geog/ElecWard,cy-gb,Ynys-ddu,
W05000944,1,Geog/ElecWard,cy-gb,Nantyglo,
W05000818,1,Geog/ElecWard,cy-gb,Y Priordy,
W05000819,1,Geog/ElecWard,cy-gb,Rhaglan,
W05000820,1,Geog/ElecWard,cy-gb,Rogiet,
W05000929,1,Geog/ElecWard,cy-gb,hisga - Gorllewin,
W05000928,1,Geog/ElecWard,cy-gb,Rhisga - Dwyrain,
W05000742,1,Geog/ElecWard,cy-gb,Pontlotyn,
W05000927,1,Geog/ElecWard,cy-gb,Pontllan-fraith,
W05000926,1,Geog/ElecWard,cy-gb,Pen-yr-heol,
W05000925,1,Geog/ElecWard,cy-gb,Penmaen,
W05000924,1,Geog/ElecWard,cy-gb,Pengam,
W05000736,1,Geog/ElecWard,cy-gb,Trecelyn,
W05000750,1,Geog/ElecWard,cy-gb,Ystrad Mynach,
W05000493,1,Geog/ElecWard,cy-gb,Llangynnwr,
W05000505,1,Geog/ElecWard,cy-gb,Cwarter Bach,
W05000504,1,Geog/ElecWard,cy-gb,Pontyberem,
W05000503,1,Geog/ElecWard,cy-gb,Pontaman,
W05000502,1,Geog/ElecWard,cy-gb,Pen-y-groes,
W05000501,1,Geog/ElecWard,cy-gb,Pembre,
W05000500,1,Geog/ElecWard,cy-gb,Monardeilo a Salem,
W05000499,1,Geog/ElecWard,cy-gb,Llwynhendy,
W05000498,1,Geog/ElecWard,cy-gb,Lliedi,
W05000497,1,Geog/ElecWard,cy-gb,Llanybydder,
W05000496,1,Geog/ElecWard,cy-gb,Llansteffan,
W05000481,1,Geog/ElecWard,cy-gb,Treflan Talacharn,
W05000494,1,Geog/ElecWard,cy-gb,Llangyndeyrn,
W05000841,1,Geog/ElecWard,cy-gb,Liswerry,
W05000492,1,Geog/ElecWard,cy-gb,Llangennech,
W05000491,1,Geog/ElecWard,cy-gb,Llangeler,
W05000490,1,Geog/ElecWard,cy-gb,Llangadog,
W05000489,1,Geog/ElecWard,cy-gb,Llanfihangel-ar-Arth,
W05000488,1,Geog/ElecWard,cy-gb,Llanfihangel Aberbythych,
W05000487,1,Geog/ElecWard,cy-gb,Llanegwad,
W05000486,1,Geog/ElecWard,cy-gb,Llandyb?e,
W05000485,1,Geog/ElecWard,cy-gb,Llanymddyfri,
W05000484,1,Geog/ElecWard,cy-gb,Llandeilo,
W05000483,1,Geog/ElecWard,cy-gb,Llanddarog,
W05000630,1,Geog/ElecWard,cy-gb,Sarn,
W05000495,1,Geog/ElecWard,cy-gb,Llan-non,
W05000519,1,Geog/ElecWard,cy-gb,Y Cocyd,
W05000532,1,Geog/ElecWard,cy-gb,Casllwchwr Isaf,
W05000633,1,Geog/ElecWard,cy-gb,Buttrills,
W05000530,1,Geog/ElecWard,cy-gb,Llangyfelach,
W05000529,1,Geog/ElecWard,cy-gb,Glandwr,
W05000528,1,Geog/ElecWard,cy-gb,Pontybrenin,
W05000527,1,Geog/ElecWard,cy-gb,Cil? - De,
W05000526,1,Geog/ElecWard,cy-gb,Cil? - Gogledd,
W05000525,1,Geog/ElecWard,cy-gb,Tregwyr,
W05000524,1,Geog/ElecWard,cy-gb,Gwyr,
W05000523,1,Geog/ElecWard,cy-gb,Gorseinon,
W05000522,1,Geog/ElecWard,cy-gb,Fairwood,
W05000508,1,Geog/ElecWard,cy-gb,Saron,
W05000520,1,Geog/ElecWard,cy-gb,Cwmbwrla,
W05000842,1,Geog/ElecWard,cy-gb,Llan-wern,
W05000518,1,Geog/ElecWard,cy-gb,Clydach,
W05000517,1,Geog/ElecWard,cy-gb,Castell,
W05000516,1,Geog/ElecWard,cy-gb,Bonymaen,
W05000515,1,Geog/ElecWard,cy-gb,Llandeilo Ferwallt,
W05000514,1,Geog/ElecWard,cy-gb,Hendy-Gwyn ar Daf,
W05000513,1,Geog/ElecWard,cy-gb,Tyisa,
W05000512,1,Geog/ElecWard,cy-gb,Ty-croes,
W05000511,1,Geog/ElecWard,cy-gb,Trimsaran,
W05000510,1,Geog/ElecWard,cy-gb,Tre-lech,
W05000509,1,Geog/ElecWard,cy-gb,Swiss Valley,
W05000480,1,Geog/ElecWard,cy-gb,Cydweli,
W05000521,1,Geog/ElecWard,cy-gb,Dynfant,
W05000439,1,Geog/ElecWard,cy-gb,Doc Penfro - Marchnad,
W05000843,1,Geog/ElecWard,cy-gb,Malpas,
W05000844,1,Geog/ElecWard,cy-gb,Maerun,
W05000452,1,Geog/ElecWard,cy-gb,Solfach,
W05000451,1,Geog/ElecWard,cy-gb,Scleddau,
W05000450,1,Geog/ElecWard,cy-gb,Saundersfoot,
W05000958,1,Geog/ElecWard,cy-gb,Rudbaxton,
W05000445,1,Geog/ElecWard,cy-gb,Penalun,
W05000845,1,Geog/ElecWard,cy-gb,Pilgwenlli,
W05000846,1,Geog/ElecWard,cy-gb,Ringland,
W05000847,1,Geog/ElecWard,cy-gb,Ty Du,
W05000482,1,Geog/ElecWard,cy-gb,Llanboidy,
W05000440,1,Geog/ElecWard,cy-gb,Doc Penfro - Pennar,
W05000455,1,Geog/ElecWard,cy-gb,Yr Havens,
W05000438,1,Geog/ElecWard,cy-gb,Doc Penfro - Llanion,
W05000437,1,Geog/ElecWard,cy-gb,Doc Penfro - Canol,
W05000436,1,Geog/ElecWard,cy-gb,Neyland - Gorllewin,
W05000435,1,Geog/ElecWard,cy-gb,Neyland - Dwyrain,
W05000434,1,Geog/ElecWard,cy-gb,Trefdraeth,
W05000433,1,Geog/ElecWard,cy-gb,Arberth Gwledig,
W05000432,1,Geog/ElecWard,cy-gb,Arberth,
W05000431,1,Geog/ElecWard,cy-gb,Aberdaugleddau - Gorllewin,
W05000430,1,Geog/ElecWard,cy-gb,Aberdaugleddau - Gogledd,
W05000429,1,Geog/ElecWard,cy-gb,Aberdaugleddau - Hubberston,
W05000428,1,Geog/ElecWard,cy-gb,Aberdaugleddau - Hakin,
W05000441,1,Geog/ElecWard,cy-gb,Penfro - Monkton,
W05000466,1,Geog/ElecWard,cy-gb,Cenarth,
W05000479,1,Geog/ElecWard,cy-gb,Hengoed,
W05000478,1,Geog/ElecWard,cy-gb,Hendy,
W05000477,1,Geog/ElecWard,cy-gb,Gors-las,
W05000476,1,Geog/ElecWard,cy-gb,Glyn,
W05000475,1,Geog/ElecWard,cy-gb,Glanym?r,
W05000474,1,Geog/ElecWard,cy-gb,Glanamman,
W05000473,1,Geog/ElecWard,cy-gb,Garnant,
W05000472,1,Geog/ElecWard,cy-gb,Felin-foel,
W05000471,1,Geog/ElecWard,cy-gb,Elli,
W05000470,1,Geog/ElecWard,cy-gb,Dafen,
W05000469,1,Geog/ElecWard,cy-gb,Cynwyl Gaeo,
W05000453,1,Geog/ElecWard,cy-gb,Dinbych y Pysgod - Gogledd,
W05000467,1,Geog/ElecWard,cy-gb,Cil-y-cwm,
W05000454,1,Geog/ElecWard,cy-gb,Dingych y Pysgod - De,
W05000465,1,Geog/ElecWard,cy-gb,Tre Caerfyrddin - Gorllewin,
W05000464,1,Geog/ElecWard,cy-gb,Tre Caerfyrddin - De,
W05000463,1,Geog/ElecWard,cy-gb,Tre Caerfyrddin - Gogledd,
W05000462,1,Geog/ElecWard,cy-gb,Bynea,
W05000461,1,Geog/ElecWard,cy-gb,Porth Tywyn,
W05000460,1,Geog/ElecWard,cy-gb,Bigyn,
W05000459,1,Geog/ElecWard,cy-gb,Betws,
W05000458,1,Geog/ElecWard,cy-gb,Rhydaman,
W05000457,1,Geog/ElecWard,cy-gb,Abergwili,
W05000456,1,Geog/ElecWard,cy-gb,Cas-wis,
W05000533,1,Geog/ElecWard,cy-gb,Mawr,
W05000468,1,Geog/ElecWard,cy-gb,Cynwyl Elfed,
W05000590,1,Geog/ElecWard,cy-gb,Tonna,
W05000602,1,Geog/ElecWard,cy-gb,Cefn Cribwr,
W05000601,1,Geog/ElecWard,cy-gb,Caerau,
W05000897,1,Geog/ElecWard,cy-gb,"Bryntirion, Laleston a Merthyr Mawr",
W05000599,1,Geog/ElecWard,cy-gb,Bryn-coch,
W05000598,1,Geog/ElecWard,cy-gb,Brynceithin,
W05000896,1,Geog/ElecWard,cy-gb,Bracla,
W05000596,1,Geog/ElecWard,cy-gb,Blaengarw,
W05000595,1,Geog/ElecWard,cy-gb,Melin Ifan Ddu,
W05000594,1,Geog/ElecWard,cy-gb,Betws,
W05000593,1,Geog/ElecWard,cy-gb,Abercynffig,
W05000534,1,Geog/ElecWard,cy-gb,Mayals,
W05000591,1,Geog/ElecWard,cy-gb,Trebannws,
W05000605,1,Geog/ElecWard,cy-gb,Corneli,
W05000589,1,Geog/ElecWard,cy-gb,Tai-bach,
W05000588,1,Geog/ElecWard,cy-gb,Blaendulais,
W05000587,1,Geog/ElecWard,cy-gb,Sandfields - Gorllewin,
W05000586,1,Geog/ElecWard,cy-gb,Sandfields - Dwyrain,
W05000585,1,Geog/ElecWard,cy-gb,Rhos,
W05000584,1,Geog/ElecWard,cy-gb,Resolfen,
W05000583,1,Geog/ElecWard,cy-gb,Port Talbot,
W05000582,1,Geog/ElecWard,cy-gb,Pontardawe,
W05000581,1,Geog/ElecWard,cy-gb,Pelenna,
W05000531,1,Geog/ElecWard,cy-gb,Llansamlet,
W05000579,1,Geog/ElecWard,cy-gb,Castell-Nedd - De,
W05000592,1,Geog/ElecWard,cy-gb,Ystalyfera,
W05000616,1,Geog/ElecWard,cy-gb,Nant-y-moel,
W05000629,1,Geog/ElecWard,cy-gb,Rest Bay,
W05000628,1,Geog/ElecWard,cy-gb,Y P?l,
W05000627,1,Geog/ElecWard,cy-gb,Porthcawl Gorllewin Canol,
W05000626,1,Geog/ElecWard,cy-gb,Porthcawl Dwyrain Canol,
W05000625,1,Geog/ElecWard,cy-gb,Pontycymmer,
W05000624,1,Geog/ElecWard,cy-gb,Pen-y-fai,
W05000623,1,Geog/ElecWard,cy-gb,Penprysg,
W05000622,1,Geog/ElecWard,cy-gb,Pen-dre,
W05000899,1,Geog/ElecWard,cy-gb,Hengastell,
W05000620,1,Geog/ElecWard,cy-gb,Cwm Ogwr,
W05000619,1,Geog/ElecWard,cy-gb,Notais,
W05000603,1,Geog/ElecWard,cy-gb,Cefn Glas,
W05000617,1,Geog/ElecWard,cy-gb,Y Castellnewydd,
W05000604,1,Geog/ElecWard,cy-gb,Coety,
W05000615,1,Geog/ElecWard,cy-gb,Morfa,
W05000614,1,Geog/ElecWard,cy-gb,Maesteg - Gorllewin,
W05000613,1,Geog/ElecWard,cy-gb,Maesteg - Dwyrain,
W05000612,1,Geog/ElecWard,cy-gb,Llangynwyd,
W05000611,1,Geog/ElecWard,cy-gb,Llangewydd and Brynhyfryd,
W05000610,1,Geog/ElecWard,cy-gb,Llangeinwyr,
W05000609,1,Geog/ElecWard,cy-gb,Litchard,
W05000608,1,Geog/ElecWard,cy-gb,Hendre,
W05000607,1,Geog/ElecWard,cy-gb,Felindre,
W05000898,1,Geog/ElecWard,cy-gb,Llangrallo Isaf,
W05000578,1,Geog/ElecWard,cy-gb,Castell-Nedd - Gogledd,
W05000618,1,Geog/ElecWard,cy-gb,Newton,
W05000840,1,Geog/ElecWard,cy-gb,Langstone,
W05000836,1,Geog/ElecWard,cy-gb,Betws,
W05000580,1,Geog/ElecWard,cy-gb,Onllwyn,
W05000838,1,Geog/ElecWard,cy-gb,Y Gaer,
W05000839,1,Geog/ElecWard,cy-gb,Y Graig,
W05000555,1,Geog/ElecWard,cy-gb,Blaengwrach,
W05000554,1,Geog/ElecWard,cy-gb,Baglan,
W05000553,1,Geog/ElecWard,cy-gb,Allt-wen,
W05000552,1,Geog/ElecWard,cy-gb,Aberdulais,
W05000551,1,Geog/ElecWard,cy-gb,Aberafan,
W05000550,1,Geog/ElecWard,cy-gb,West Cross,
W05000549,1,Geog/ElecWard,cy-gb,Casllwchwr Uchaf,
W05000577,1,Geog/ElecWard,cy-gb,Castell-Nedd - Dwyrain,
W05000547,1,Geog/ElecWard,cy-gb,Townhill,
W05000835,1,Geog/ElecWard,cy-gb,Beechwood,
W05000546,1,Geog/ElecWard,cy-gb,Sgeti,
W05000544,1,Geog/ElecWard,cy-gb,Pontarddulais,
W05000543,1,Geog/ElecWard,cy-gb,Penyrheol,
W05000542,1,Geog/ElecWard,cy-gb,Pennard,
W05000541,1,Geog/ElecWard,cy-gb,enlle'r-gaer,
W05000540,1,Geog/ElecWard,cy-gb,Penderi,
W05000539,1,Geog/ElecWard,cy-gb,Pen-clawdd,
W05000538,1,Geog/ElecWard,cy-gb,Ystumllwynarth,
W05000537,1,Geog/ElecWard,cy-gb,Newton,
W05000536,1,Geog/ElecWard,cy-gb,Mynydd-bach,
W05000535,1,Geog/ElecWard,cy-gb,Treforys,
W05000548,1,Geog/ElecWard,cy-gb,Uplands,
W05000564,1,Geog/ElecWard,cy-gb,Coed-ffranc - Gogledd,
W05000576,1,Geog/ElecWard,cy-gb,Margam,
W05000575,1,Geog/ElecWard,cy-gb,Brynaman Isaf,
W05000574,1,Geog/ElecWard,cy-gb,Gwynfi,
W05000573,1,Geog/ElecWard,cy-gb,wauncaegurwen,
W05000572,1,Geog/ElecWard,cy-gb,Godre'r graig,
W05000571,1,Geog/ElecWard,cy-gb,Glyn-nedd,
W05000570,1,Geog/ElecWard,cy-gb,Glyncorrwg,
W05000569,1,Geog/ElecWard,cy-gb,Dyffryn,
W05000568,1,Geog/ElecWard,cy-gb,Cymer,
W05000567,1,Geog/ElecWard,cy-gb,Cwmllynfell,
W05000837,1,Geog/ElecWard,cy-gb,Caerllion,
W05000565,1,Geog/ElecWard,cy-gb,Coed-ffranc - Gorllewin,
W05000834,1,Geog/ElecWard,cy-gb,Alway,
W05000556,1,Geog/ElecWard,cy-gb,Llansawel Dwyrain,
W05000833,1,Geog/ElecWard,cy-gb,llt-yr-ynn,
W05000832,1,Geog/ElecWard,cy-gb,Wyesham,
W05000831,1,Geog/ElecWard,cy-gb,West End,
W05000566,1,Geog/ElecWard,cy-gb,Creunant,
W05000830,1,Geog/ElecWard,cy-gb,Brynbuga,
W05000563,1,Geog/ElecWard,cy-gb,Coed-ffranc - Canol,
W05000557,1,Geog/ElecWard,cy-gb,Llansawel Gorllewin,
W05000558,1,Geog/ElecWard,cy-gb,Bryn and Cwmavon,
W05000559,1,Geog/ElecWard,cy-gb,Bryn-coch - Gogledd,
W05000560,1,Geog/ElecWard,cy-gb,Bryn-coch - De,
W05000561,1,Geog/ElecWard,cy-gb,Llangatwg,
W05000562,1,Geog/ElecWard,cy-gb,Cimla,
E12000006,1,Geog/ITL1,cy-gb,Dwyrain Lloegr,
E12000004,1,Geog/ITL1,cy-gb,Dwyrain Canolbarth Lloegr,
E12000007,1,Geog/ITL1,cy-gb,Llundain,
E12000001,1,Geog/ITL1,cy-gb,Gogledd-ddwyrain Lloegr,
E12000002,1,Geog/ITL1,cy-gb,Gogledd-orllewin Lloegr,
E12000008,1,Geog/ITL1,cy-gb,De-ddwyrain Lloegr,
E12000009,1,Geog/ITL1,cy-gb,De-orllewin Lloegr,
