fact,value,Area_id,DataType_id,Domain_id
9854,1775,W01000374,RANK,PHYS
9855,7,W01000375,DEC,ATS
9856,3,W01000375,DEC,COMS
9857,8,W01000375,DEC,ED
9858,8,W01000375,DEC,EMPL
9859,8,W01000375,DEC,HEAL
9860,8,W01000375,DEC,HOUS
9861,8,W01000375,DEC,INCOM
9862,8,W01000375,DEC,PHYS
9863,9,W01000375,DEC,WIMD
9864,5,W01000375,QUIN,WIMD
9865,4,W01000375,QUIN,INCOM
9866,4,W01000375,QUIN,EMPL
9867,4,W01000375,QUIN,HEAL
9868,4,W01000375,QUIN,ED
9869,4,W01000375,QUIN,ATS
9870,4,W01000375,QUIN,HOUS
9871,2,W01000375,QUIN,COMS
9872,4,W01000375,QUIN,PHYS
9873,1583,W01000375,RANK,WIMD
9874,1438,W01000375,RANK,INCOM
9875,1461,W01000375,RANK,EMPL
9876,1419,W01000375,RANK,HEAL
9877,1391,W01000375,RANK,ED
9878,1275,W01000375,RANK,ATS
9879,1517,W01000375,RANK,HOUS
9880,500,W01000375,RANK,COMS
9881,1466,W01000375,RANK,PHYS
9882,6,W01000376,DEC,ATS
9883,5,W01000376,DEC,COMS
9884,6,W01000376,DEC,ED
9885,9,W01000376,DEC,EMPL
9886,6,W01000376,DEC,HEAL
9887,7,W01000376,DEC,HOUS
9888,8,W01000376,DEC,INCOM
9889,10,W01000376,DEC,PHYS
9890,9,W01000376,DEC,WIMD
9891,5,W01000376,QUIN,WIMD
9892,4,W01000376,QUIN,INCOM
9893,5,W01000376,QUIN,EMPL
9894,3,W01000376,QUIN,HEAL
9895,3,W01000376,QUIN,ED
9896,3,W01000376,QUIN,ATS
9897,4,W01000376,QUIN,HOUS
9898,3,W01000376,QUIN,COMS
9899,5,W01000376,QUIN,PHYS
9900,1542,W01000376,RANK,WIMD
9901,1493,W01000376,RANK,INCOM
9902,1567,W01000376,RANK,EMPL
9903,1141,W01000376,RANK,HEAL
9904,1098,W01000376,RANK,ED
9905,1081,W01000376,RANK,ATS
9906,1330,W01000376,RANK,HOUS
9907,771,W01000376,RANK,COMS
9908,1841,W01000376,RANK,PHYS
9909,7,W01000377,DEC,ATS
9910,6,W01000377,DEC,COMS
9911,5,W01000377,DEC,ED
9912,8,W01000377,DEC,EMPL
9913,6,W01000377,DEC,HEAL
9914,5,W01000377,DEC,HOUS
9915,7,W01000377,DEC,INCOM
9916,10,W01000377,DEC,PHYS
9917,8,W01000377,DEC,WIMD
9918,4,W01000377,QUIN,WIMD
9919,4,W01000377,QUIN,INCOM
9920,4,W01000377,QUIN,EMPL
9921,3,W01000377,QUIN,HEAL
9922,3,W01000377,QUIN,ED
9923,4,W01000377,QUIN,ATS
9924,3,W01000377,QUIN,HOUS
9925,3,W01000377,QUIN,COMS
9926,5,W01000377,QUIN,PHYS
9927,1421,W01000377,RANK,WIMD
9928,1313,W01000377,RANK,INCOM
9929,1404,W01000377,RANK,EMPL
9930,1053,W01000377,RANK,HEAL
9931,913,W01000377,RANK,ED
9932,1261,W01000377,RANK,ATS
9933,826,W01000377,RANK,HOUS
9934,1088,W01000377,RANK,COMS
9935,1872,W01000377,RANK,PHYS
9936,6,W01000378,DEC,ATS
9937,1,W01000378,DEC,COMS
9938,1,W01000378,DEC,ED
9939,3,W01000378,DEC,EMPL
9940,2,W01000378,DEC,HEAL
9941,5,W01000378,DEC,HOUS
9942,2,W01000378,DEC,INCOM
9943,9,W01000378,DEC,PHYS
9944,2,W01000378,DEC,WIMD
9945,1,W01000378,QUIN,WIMD
9946,1,W01000378,QUIN,INCOM
9947,2,W01000378,QUIN,EMPL
9948,1,W01000378,QUIN,HEAL
9949,1,W01000378,QUIN,ED
9950,3,W01000378,QUIN,ATS
9951,3,W01000378,QUIN,HOUS
9952,1,W01000378,QUIN,COMS
9953,5,W01000378,QUIN,PHYS
9954,270,W01000378,RANK,WIMD
9955,297,W01000378,RANK,INCOM
9956,485,W01000378,RANK,EMPL
9957,231,W01000378,RANK,HEAL
9958,64,W01000378,RANK,ED
9959,1067,W01000378,RANK,ATS
9960,897,W01000378,RANK,HOUS
9961,123,W01000378,RANK,COMS
9962,1672,W01000378,RANK,PHYS
9963,4,W01000379,DEC,ATS
9964,2,W01000379,DEC,COMS
9965,2,W01000379,DEC,ED
9966,2,W01000379,DEC,EMPL
9967,2,W01000379,DEC,HEAL
9968,5,W01000379,DEC,HOUS
9969,2,W01000379,DEC,INCOM
9970,9,W01000379,DEC,PHYS
9971,2,W01000379,DEC,WIMD
9972,1,W01000379,QUIN,WIMD
9973,1,W01000379,QUIN,INCOM
9974,1,W01000379,QUIN,EMPL
9975,1,W01000379,QUIN,HEAL
9976,1,W01000379,QUIN,ED
9977,2,W01000379,QUIN,ATS
9978,3,W01000379,QUIN,HOUS
9979,1,W01000379,QUIN,COMS
9980,5,W01000379,QUIN,PHYS
9981,332,W01000379,RANK,WIMD
9982,380,W01000379,RANK,INCOM
9983,310,W01000379,RANK,EMPL
9984,253,W01000379,RANK,HEAL
9985,259,W01000379,RANK,ED
9986,746,W01000379,RANK,ATS
9987,834,W01000379,RANK,HOUS
9988,381,W01000379,RANK,COMS
9989,1573,W01000379,RANK,PHYS
9990,9,W01000380,DEC,ATS
9991,9,W01000380,DEC,COMS
9992,8,W01000380,DEC,ED
9993,5,W01000380,DEC,EMPL
9994,2,W01000380,DEC,HEAL
9995,10,W01000380,DEC,HOUS
9996,7,W01000380,DEC,INCOM
9997,7,W01000380,DEC,PHYS
9998,7,W01000380,DEC,WIMD
9999,4,W01000380,QUIN,WIMD
10000,4,W01000380,QUIN,INCOM
10001,3,W01000380,QUIN,EMPL
10002,1,W01000380,QUIN,HEAL
10003,4,W01000380,QUIN,ED
10004,5,W01000380,QUIN,ATS
10005,5,W01000380,QUIN,HOUS
10006,5,W01000380,QUIN,COMS
10007,4,W01000380,QUIN,PHYS
10008,1217,W01000380,RANK,WIMD
10009,1317,W01000380,RANK,INCOM
10010,828,W01000380,RANK,EMPL
10011,353,W01000380,RANK,HEAL
10012,1388,W01000380,RANK,ED
10013,1640,W01000380,RANK,ATS
10014,1742,W01000380,RANK,HOUS
10015,1594,W01000380,RANK,COMS
10016,1255,W01000380,RANK,PHYS
10017,4,W01000381,DEC,ATS
10018,3,W01000381,DEC,COMS
10019,3,W01000381,DEC,ED
10020,4,W01000381,DEC,EMPL
10021,3,W01000381,DEC,HEAL
10022,2,W01000381,DEC,HOUS
10023,4,W01000381,DEC,INCOM
10024,10,W01000381,DEC,PHYS
10025,3,W01000381,DEC,WIMD
10026,2,W01000381,QUIN,WIMD
10027,2,W01000381,QUIN,INCOM
10028,2,W01000381,QUIN,EMPL
10029,2,W01000381,QUIN,HEAL
10030,2,W01000381,QUIN,ED
10031,2,W01000381,QUIN,ATS
10032,1,W01000381,QUIN,HOUS
10033,2,W01000381,QUIN,COMS
10034,5,W01000381,QUIN,PHYS
10035,509,W01000381,RANK,WIMD
10036,584,W01000381,RANK,INCOM
10037,615,W01000381,RANK,EMPL
10038,410,W01000381,RANK,HEAL
10039,401,W01000381,RANK,ED
10040,726,W01000381,RANK,ATS
10041,377,W01000381,RANK,HOUS
10042,436,W01000381,RANK,COMS
10043,1727,W01000381,RANK,PHYS
10044,6,W01000382,DEC,ATS
10045,1,W01000382,DEC,COMS
10046,2,W01000382,DEC,ED
10047,2,W01000382,DEC,EMPL
10048,2,W01000382,DEC,HEAL
10049,8,W01000382,DEC,HOUS
10050,2,W01000382,DEC,INCOM
10051,10,W01000382,DEC,PHYS
10052,2,W01000382,DEC,WIMD
10053,1,W01000382,QUIN,WIMD
10054,1,W01000382,QUIN,INCOM
10055,1,W01000382,QUIN,EMPL
10056,1,W01000382,QUIN,HEAL
10057,1,W01000382,QUIN,ED
10058,3,W01000382,QUIN,ATS
10059,4,W01000382,QUIN,HOUS
10060,1,W01000382,QUIN,COMS
10061,5,W01000382,QUIN,PHYS
10062,333,W01000382,RANK,WIMD
10063,262,W01000382,RANK,INCOM
10064,294,W01000382,RANK,EMPL
10065,313,W01000382,RANK,HEAL
10066,359,W01000382,RANK,ED
10067,1032,W01000382,RANK,ATS
10068,1503,W01000382,RANK,HOUS
10069,92,W01000382,RANK,COMS
10070,1819,W01000382,RANK,PHYS
10071,2,W01000383,DEC,ATS
10072,1,W01000383,DEC,COMS
10073,8,W01000383,DEC,ED
10074,9,W01000383,DEC,EMPL
10075,9,W01000383,DEC,HEAL
10076,8,W01000383,DEC,HOUS
10077,9,W01000383,DEC,INCOM
10078,7,W01000383,DEC,PHYS
10079,8,W01000383,DEC,WIMD
10080,4,W01000383,QUIN,WIMD
10081,5,W01000383,QUIN,INCOM
10082,5,W01000383,QUIN,EMPL
10083,5,W01000383,QUIN,HEAL
10084,4,W01000383,QUIN,ED
10085,1,W01000383,QUIN,ATS
10086,4,W01000383,QUIN,HOUS
10087,1,W01000383,QUIN,COMS
10088,4,W01000383,QUIN,PHYS
10089,1384,W01000383,RANK,WIMD
10090,1625,W01000383,RANK,INCOM
10091,1668,W01000383,RANK,EMPL
10092,1584,W01000383,RANK,HEAL
10093,1501,W01000383,RANK,ED
10094,274,W01000383,RANK,ATS
10095,1522,W01000383,RANK,HOUS
10096,88,W01000383,RANK,COMS
10097,1292,W01000383,RANK,PHYS
10098,10,W01000384,DEC,ATS
10099,8,W01000384,DEC,COMS
10100,7,W01000384,DEC,ED
10101,8,W01000384,DEC,EMPL
10102,10,W01000384,DEC,HEAL
10103,9,W01000384,DEC,HOUS
10104,8,W01000384,DEC,INCOM
10105,9,W01000384,DEC,PHYS
10106,10,W01000384,DEC,WIMD
10107,5,W01000384,QUIN,WIMD
10108,4,W01000384,QUIN,INCOM
10109,4,W01000384,QUIN,EMPL
10110,5,W01000384,QUIN,HEAL
10111,4,W01000384,QUIN,ED
10112,5,W01000384,QUIN,ATS
10113,5,W01000384,QUIN,HOUS
10114,4,W01000384,QUIN,COMS
10115,5,W01000384,QUIN,PHYS
10116,1752,W01000384,RANK,WIMD
10117,1492,W01000384,RANK,INCOM
10118,1481,W01000384,RANK,EMPL
10119,1888,W01000384,RANK,HEAL
10120,1294,W01000384,RANK,ED
10121,1832,W01000384,RANK,ATS
10122,1641,W01000384,RANK,HOUS
10123,1485,W01000384,RANK,COMS
10124,1544,W01000384,RANK,PHYS
10125,9,W01000385,DEC,ATS
10126,7,W01000385,DEC,COMS
10127,8,W01000385,DEC,ED
10128,9,W01000385,DEC,EMPL
10129,7,W01000385,DEC,HEAL
10130,9,W01000385,DEC,HOUS
10131,9,W01000385,DEC,INCOM
10132,10,W01000385,DEC,PHYS
10133,10,W01000385,DEC,WIMD
10134,5,W01000385,QUIN,WIMD
10135,5,W01000385,QUIN,INCOM
10136,5,W01000385,QUIN,EMPL
10137,4,W01000385,QUIN,HEAL
10138,4,W01000385,QUIN,ED
10139,5,W01000385,QUIN,ATS
10140,5,W01000385,QUIN,HOUS
10141,4,W01000385,QUIN,COMS
10142,5,W01000385,QUIN,PHYS
10143,1737,W01000385,RANK,WIMD
10144,1654,W01000385,RANK,INCOM
10145,1585,W01000385,RANK,EMPL
10146,1255,W01000385,RANK,HEAL
10147,1439,W01000385,RANK,ED
10148,1714,W01000385,RANK,ATS
10149,1643,W01000385,RANK,HOUS
10150,1210,W01000385,RANK,COMS
10151,1739,W01000385,RANK,PHYS
10152,8,W01000386,DEC,ATS
10153,3,W01000386,DEC,COMS
10154,3,W01000386,DEC,ED
10155,4,W01000386,DEC,EMPL
10156,2,W01000386,DEC,HEAL
10157,7,W01000386,DEC,HOUS
10158,4,W01000386,DEC,INCOM
10159,9,W01000386,DEC,PHYS
10160,4,W01000386,DEC,WIMD
10161,2,W01000386,QUIN,WIMD
10162,2,W01000386,QUIN,INCOM
10163,2,W01000386,QUIN,EMPL
10164,1,W01000386,QUIN,HEAL
10165,2,W01000386,QUIN,ED
10166,4,W01000386,QUIN,ATS
10167,4,W01000386,QUIN,HOUS
10168,2,W01000386,QUIN,COMS
10169,5,W01000386,QUIN,PHYS
10170,665,W01000386,RANK,WIMD
10171,591,W01000386,RANK,INCOM
10172,708,W01000386,RANK,EMPL
10173,374,W01000386,RANK,HEAL
10174,434,W01000386,RANK,ED
10175,1357,W01000386,RANK,ATS
10176,1245,W01000386,RANK,HOUS
10177,564,W01000386,RANK,COMS
10178,1670,W01000386,RANK,PHYS
10179,10,W01000387,DEC,ATS
10180,7,W01000387,DEC,COMS
10181,9,W01000387,DEC,ED
10182,9,W01000387,DEC,EMPL
10183,9,W01000387,DEC,HEAL
10184,9,W01000387,DEC,HOUS
10185,10,W01000387,DEC,INCOM
10186,8,W01000387,DEC,PHYS
10187,10,W01000387,DEC,WIMD
10188,5,W01000387,QUIN,WIMD
10189,5,W01000387,QUIN,INCOM
10190,5,W01000387,QUIN,EMPL
10191,5,W01000387,QUIN,HEAL
10192,5,W01000387,QUIN,ED
10193,5,W01000387,QUIN,ATS
10194,5,W01000387,QUIN,HOUS
10195,4,W01000387,QUIN,COMS
10196,4,W01000387,QUIN,PHYS
10197,1849,W01000387,RANK,WIMD
10198,1819,W01000387,RANK,INCOM
10199,1716,W01000387,RANK,EMPL
10200,1641,W01000387,RANK,HEAL
10201,1614,W01000387,RANK,ED
10202,1750,W01000387,RANK,ATS
10203,1559,W01000387,RANK,HOUS
10204,1302,W01000387,RANK,COMS
10205,1516,W01000387,RANK,PHYS
10206,10,W01000388,DEC,ATS
10207,7,W01000388,DEC,COMS
10208,8,W01000388,DEC,ED
10209,7,W01000388,DEC,EMPL
10210,8,W01000388,DEC,HEAL
10211,6,W01000388,DEC,HOUS
10212,7,W01000388,DEC,INCOM
10213,8,W01000388,DEC,PHYS
10214,9,W01000388,DEC,WIMD
10215,5,W01000388,QUIN,WIMD
10216,4,W01000388,QUIN,INCOM
10217,4,W01000388,QUIN,EMPL
10218,4,W01000388,QUIN,HEAL
10219,4,W01000388,QUIN,ED
10220,5,W01000388,QUIN,ATS
10221,3,W01000388,QUIN,HOUS
10222,4,W01000388,QUIN,COMS
10223,4,W01000388,QUIN,PHYS
10224,1572,W01000388,RANK,WIMD
10225,1331,W01000388,RANK,INCOM
10226,1176,W01000388,RANK,EMPL
10227,1446,W01000388,RANK,HEAL
10228,1428,W01000388,RANK,ED
10229,1781,W01000388,RANK,ATS
10230,965,W01000388,RANK,HOUS
10231,1327,W01000388,RANK,COMS
10232,1344,W01000388,RANK,PHYS
10233,2,W01000389,DEC,ATS
10234,7,W01000389,DEC,COMS
10235,7,W01000389,DEC,ED
10236,8,W01000389,DEC,EMPL
10237,7,W01000389,DEC,HEAL
10238,5,W01000389,DEC,HOUS
10239,7,W01000389,DEC,INCOM
10240,9,W01000389,DEC,PHYS
10241,7,W01000389,DEC,WIMD
10242,4,W01000389,QUIN,WIMD
10243,4,W01000389,QUIN,INCOM
10244,4,W01000389,QUIN,EMPL
10245,4,W01000389,QUIN,HEAL
10246,4,W01000389,QUIN,ED
10247,1,W01000389,QUIN,ATS
10248,3,W01000389,QUIN,HOUS
10249,4,W01000389,QUIN,COMS
10250,5,W01000389,QUIN,PHYS
10251,1337,W01000389,RANK,WIMD
10252,1325,W01000389,RANK,INCOM
10253,1454,W01000389,RANK,EMPL
10254,1253,W01000389,RANK,HEAL
10255,1336,W01000389,RANK,ED
10256,278,W01000389,RANK,ATS
10257,777,W01000389,RANK,HOUS
10258,1324,W01000389,RANK,COMS
10259,1715,W01000389,RANK,PHYS
10260,3,W01000390,DEC,ATS
10261,5,W01000390,DEC,COMS
10262,7,W01000390,DEC,ED
10263,8,W01000390,DEC,EMPL
10264,5,W01000390,DEC,HEAL
10265,9,W01000390,DEC,HOUS
10266,8,W01000390,DEC,INCOM
10267,9,W01000390,DEC,PHYS
10268,8,W01000390,DEC,WIMD
10269,4,W01000390,QUIN,WIMD
10270,4,W01000390,QUIN,INCOM
10271,4,W01000390,QUIN,EMPL
10272,3,W01000390,QUIN,HEAL
10273,4,W01000390,QUIN,ED
10274,2,W01000390,QUIN,ATS
10275,5,W01000390,QUIN,HOUS
10276,3,W01000390,QUIN,COMS
10277,5,W01000390,QUIN,PHYS
10278,1359,W01000390,RANK,WIMD
10279,1426,W01000390,RANK,INCOM
10280,1401,W01000390,RANK,EMPL
10281,809,W01000390,RANK,HEAL
10282,1252,W01000390,RANK,ED
10283,468,W01000390,RANK,ATS
10284,1698,W01000390,RANK,HOUS
10285,927,W01000390,RANK,COMS
10286,1580,W01000390,RANK,PHYS
10287,8,W01000391,DEC,ATS
10288,5,W01000391,DEC,COMS
10289,5,W01000391,DEC,ED
10290,7,W01000391,DEC,EMPL
10291,5,W01000391,DEC,HEAL
10292,7,W01000391,DEC,HOUS
10293,8,W01000391,DEC,INCOM
10294,9,W01000391,DEC,PHYS
10295,8,W01000391,DEC,WIMD
10296,4,W01000391,QUIN,WIMD
10297,4,W01000391,QUIN,INCOM
10298,4,W01000391,QUIN,EMPL
10299,3,W01000391,QUIN,HEAL
10300,3,W01000391,QUIN,ED
10301,4,W01000391,QUIN,ATS
10302,4,W01000391,QUIN,HOUS
10303,3,W01000391,QUIN,COMS
10304,5,W01000391,QUIN,PHYS
10305,1347,W01000391,RANK,WIMD
10306,1412,W01000391,RANK,INCOM
10307,1195,W01000391,RANK,EMPL
10308,773,W01000391,RANK,HEAL
10309,838,W01000391,RANK,ED
10310,1421,W01000391,RANK,ATS
10311,1328,W01000391,RANK,HOUS
10312,833,W01000391,RANK,COMS
10313,1660,W01000391,RANK,PHYS
10314,5,W01000392,DEC,ATS
10315,4,W01000392,DEC,COMS
10316,2,W01000392,DEC,ED
10317,3,W01000392,DEC,EMPL
10318,1,W01000392,DEC,HEAL
10319,5,W01000392,DEC,HOUS
10320,3,W01000392,DEC,INCOM
10321,10,W01000392,DEC,PHYS
10322,3,W01000392,DEC,WIMD
10323,2,W01000392,QUIN,WIMD
10324,2,W01000392,QUIN,INCOM
10325,2,W01000392,QUIN,EMPL
10326,1,W01000392,QUIN,HEAL
10327,1,W01000392,QUIN,ED
10328,3,W01000392,QUIN,ATS
10329,3,W01000392,QUIN,HOUS
10330,2,W01000392,QUIN,COMS
10331,5,W01000392,QUIN,PHYS
10332,383,W01000392,RANK,WIMD
10333,391,W01000392,RANK,INCOM
10334,490,W01000392,RANK,EMPL
10335,133,W01000392,RANK,HEAL
10336,288,W01000392,RANK,ED
10337,817,W01000392,RANK,ATS
10338,955,W01000392,RANK,HOUS
10339,679,W01000392,RANK,COMS
10340,1749,W01000392,RANK,PHYS
10341,9,W01000393,DEC,ATS
10342,1,W01000393,DEC,COMS
10343,4,W01000393,DEC,ED
10344,6,W01000393,DEC,EMPL
10345,5,W01000393,DEC,HEAL
10346,6,W01000393,DEC,HOUS
10347,5,W01000393,DEC,INCOM
10348,9,W01000393,DEC,PHYS
10349,6,W01000393,DEC,WIMD
10350,3,W01000393,QUIN,WIMD
10351,3,W01000393,QUIN,INCOM
10352,3,W01000393,QUIN,EMPL
10353,3,W01000393,QUIN,HEAL
10354,2,W01000393,QUIN,ED
10355,5,W01000393,QUIN,ATS
10356,3,W01000393,QUIN,HOUS
10357,1,W01000393,QUIN,COMS
10358,5,W01000393,QUIN,PHYS
10359,962,W01000393,RANK,WIMD
10360,829,W01000393,RANK,INCOM
10361,1095,W01000393,RANK,EMPL
10362,775,W01000393,RANK,HEAL
10363,757,W01000393,RANK,ED
10364,1531,W01000393,RANK,ATS
10365,1071,W01000393,RANK,HOUS
10366,81,W01000393,RANK,COMS
10367,1643,W01000393,RANK,PHYS
10368,1,W01000394,DEC,ATS
10369,4,W01000394,DEC,COMS
10370,7,W01000394,DEC,ED
10371,10,W01000394,DEC,EMPL
10372,9,W01000394,DEC,HEAL
10373,6,W01000394,DEC,HOUS
10374,10,W01000394,DEC,INCOM
10375,8,W01000394,DEC,PHYS
10376,8,W01000394,DEC,WIMD
10377,4,W01000394,QUIN,WIMD
10378,5,W01000394,QUIN,INCOM
10379,5,W01000394,QUIN,EMPL
10380,5,W01000394,QUIN,HEAL
10381,4,W01000394,QUIN,ED
10382,1,W01000394,QUIN,ATS
10383,3,W01000394,QUIN,HOUS
10384,2,W01000394,QUIN,COMS
10385,4,W01000394,QUIN,PHYS
10386,1441,W01000394,RANK,WIMD
10387,1824,W01000394,RANK,INCOM
10388,1794,W01000394,RANK,EMPL
10389,1542,W01000394,RANK,HEAL
10390,1331,W01000394,RANK,ED
10391,146,W01000394,RANK,ATS
10392,989,W01000394,RANK,HOUS
10393,747,W01000394,RANK,COMS
10394,1513,W01000394,RANK,PHYS
10395,5,W01000395,DEC,ATS
10396,8,W01000395,DEC,COMS
10397,7,W01000395,DEC,ED
10398,7,W01000395,DEC,EMPL
10399,4,W01000395,DEC,HEAL
10400,8,W01000395,DEC,HOUS
10401,6,W01000395,DEC,INCOM
10402,10,W01000395,DEC,PHYS
10403,8,W01000395,DEC,WIMD
10404,4,W01000395,QUIN,WIMD
10405,3,W01000395,QUIN,INCOM
10406,4,W01000395,QUIN,EMPL
10407,2,W01000395,QUIN,HEAL
10408,4,W01000395,QUIN,ED
10409,3,W01000395,QUIN,ATS
10410,4,W01000395,QUIN,HOUS
10411,4,W01000395,QUIN,COMS
10412,5,W01000395,QUIN,PHYS
10413,1357,W01000395,RANK,WIMD
10414,1137,W01000395,RANK,INCOM
10415,1283,W01000395,RANK,EMPL
10416,764,W01000395,RANK,HEAL
10417,1291,W01000395,RANK,ED
10418,824,W01000395,RANK,ATS
10419,1433,W01000395,RANK,HOUS
10420,1433,W01000395,RANK,COMS
10421,1789,W01000395,RANK,PHYS
10422,10,W01000396,DEC,ATS
10423,9,W01000396,DEC,COMS
10424,10,W01000396,DEC,ED
10425,10,W01000396,DEC,EMPL
10426,10,W01000396,DEC,HEAL
10427,10,W01000396,DEC,HOUS
10428,10,W01000396,DEC,INCOM
10429,9,W01000396,DEC,PHYS
10430,10,W01000396,DEC,WIMD
10431,5,W01000396,QUIN,WIMD
10432,5,W01000396,QUIN,INCOM
10433,5,W01000396,QUIN,EMPL
10434,5,W01000396,QUIN,HEAL
10435,5,W01000396,QUIN,ED
10436,5,W01000396,QUIN,ATS
10437,5,W01000396,QUIN,HOUS
10438,5,W01000396,QUIN,COMS
10439,5,W01000396,QUIN,PHYS
10440,1901,W01000396,RANK,WIMD
10441,1857,W01000396,RANK,INCOM
10442,1807,W01000396,RANK,EMPL
10443,1793,W01000396,RANK,HEAL
10444,1858,W01000396,RANK,ED
10445,1723,W01000396,RANK,ATS
10446,1751,W01000396,RANK,HOUS
10447,1700,W01000396,RANK,COMS
10448,1534,W01000396,RANK,PHYS
10449,9,W01000397,DEC,ATS
10450,10,W01000397,DEC,COMS
10451,10,W01000397,DEC,ED
10452,10,W01000397,DEC,EMPL
10453,10,W01000397,DEC,HEAL
10454,10,W01000397,DEC,HOUS
10455,10,W01000397,DEC,INCOM
10456,8,W01000397,DEC,PHYS
10457,10,W01000397,DEC,WIMD
10458,5,W01000397,QUIN,WIMD
10459,5,W01000397,QUIN,INCOM
10460,5,W01000397,QUIN,EMPL
10461,5,W01000397,QUIN,HEAL
10462,5,W01000397,QUIN,ED
10463,5,W01000397,QUIN,ATS
10464,5,W01000397,QUIN,HOUS
10465,5,W01000397,QUIN,COMS
10466,4,W01000397,QUIN,PHYS
10467,1908,W01000397,RANK,WIMD
10468,1907,W01000397,RANK,INCOM
10469,1907,W01000397,RANK,EMPL
10470,1896,W01000397,RANK,HEAL
10471,1857,W01000397,RANK,ED
10472,1712,W01000397,RANK,ATS
10473,1841,W01000397,RANK,HOUS
10474,1748,W01000397,RANK,COMS
10475,1454,W01000397,RANK,PHYS
10476,2,W01000398,DEC,ATS
10477,7,W01000398,DEC,COMS
10478,5,W01000398,DEC,ED
10479,7,W01000398,DEC,EMPL
10480,6,W01000398,DEC,HEAL
10481,4,W01000398,DEC,HOUS
10482,7,W01000398,DEC,INCOM
10483,9,W01000398,DEC,PHYS
10484,6,W01000398,DEC,WIMD
10485,3,W01000398,QUIN,WIMD
10486,4,W01000398,QUIN,INCOM
10487,4,W01000398,QUIN,EMPL
10488,3,W01000398,QUIN,HEAL
10489,3,W01000398,QUIN,ED
10490,1,W01000398,QUIN,ATS
10491,2,W01000398,QUIN,HOUS
10492,4,W01000398,QUIN,COMS
10493,5,W01000398,QUIN,PHYS
10494,1113,W01000398,RANK,WIMD
10495,1252,W01000398,RANK,INCOM
10496,1287,W01000398,RANK,EMPL
10497,1024,W01000398,RANK,HEAL
10498,808,W01000398,RANK,ED
10499,283,W01000398,RANK,ATS
10500,753,W01000398,RANK,HOUS
10501,1162,W01000398,RANK,COMS
10502,1694,W01000398,RANK,PHYS
10503,2,W01000399,DEC,ATS
10504,7,W01000399,DEC,COMS
10505,10,W01000399,DEC,ED
10506,10,W01000399,DEC,EMPL
10507,9,W01000399,DEC,HEAL
10508,3,W01000399,DEC,HOUS
10509,10,W01000399,DEC,INCOM
10510,10,W01000399,DEC,PHYS
10511,9,W01000399,DEC,WIMD
10512,5,W01000399,QUIN,WIMD
10513,5,W01000399,QUIN,INCOM
10514,5,W01000399,QUIN,EMPL
10515,5,W01000399,QUIN,HEAL
10516,5,W01000399,QUIN,ED
10517,1,W01000399,QUIN,ATS
10518,2,W01000399,QUIN,HOUS
10519,4,W01000399,QUIN,COMS
10520,5,W01000399,QUIN,PHYS
10521,1548,W01000399,RANK,WIMD
10522,1789,W01000399,RANK,INCOM
10523,1742,W01000399,RANK,EMPL
10524,1671,W01000399,RANK,HEAL
10525,1768,W01000399,RANK,ED
10526,266,W01000399,RANK,ATS
10527,458,W01000399,RANK,HOUS
10528,1264,W01000399,RANK,COMS
10529,1856,W01000399,RANK,PHYS
10530,6,W01000400,DEC,ATS
10531,4,W01000400,DEC,COMS
10532,5,W01000400,DEC,ED
10533,6,W01000400,DEC,EMPL
10534,4,W01000400,DEC,HEAL
10535,7,W01000400,DEC,HOUS
10536,4,W01000400,DEC,INCOM
10537,9,W01000400,DEC,PHYS
10538,6,W01000400,DEC,WIMD
10539,3,W01000400,QUIN,WIMD
10540,2,W01000400,QUIN,INCOM
10541,3,W01000400,QUIN,EMPL
10542,2,W01000400,QUIN,HEAL
10543,3,W01000400,QUIN,ED
10544,3,W01000400,QUIN,ATS
10545,4,W01000400,QUIN,HOUS
10546,2,W01000400,QUIN,COMS
10547,5,W01000400,QUIN,PHYS
10548,1033,W01000400,RANK,WIMD
10549,760,W01000400,RANK,INCOM
10550,1092,W01000400,RANK,EMPL
10551,746,W01000400,RANK,HEAL
10552,869,W01000400,RANK,ED
10553,1101,W01000400,RANK,ATS
10554,1258,W01000400,RANK,HOUS
10555,600,W01000400,RANK,COMS
10556,1548,W01000400,RANK,PHYS
10557,8,W01000401,DEC,ATS
10558,1,W01000401,DEC,COMS
10559,3,W01000401,DEC,ED
10560,5,W01000401,DEC,EMPL
10561,5,W01000401,DEC,HEAL
10562,5,W01000401,DEC,HOUS
10563,3,W01000401,DEC,INCOM
10564,10,W01000401,DEC,PHYS
10565,4,W01000401,DEC,WIMD
10566,2,W01000401,QUIN,WIMD
10567,2,W01000401,QUIN,INCOM
10568,3,W01000401,QUIN,EMPL
10569,3,W01000401,QUIN,HEAL
10570,2,W01000401,QUIN,ED
10571,4,W01000401,QUIN,ATS
10572,3,W01000401,QUIN,HOUS
10573,1,W01000401,QUIN,COMS
10574,5,W01000401,QUIN,PHYS
10575,696,W01000401,RANK,WIMD
10576,547,W01000401,RANK,INCOM
10577,814,W01000401,RANK,EMPL
10578,829,W01000401,RANK,HEAL
10579,399,W01000401,RANK,ED
10580,1385,W01000401,RANK,ATS
10581,824,W01000401,RANK,HOUS
10582,142,W01000401,RANK,COMS
10583,1876,W01000401,RANK,PHYS
10584,6,W01000402,DEC,ATS
